Line,Month,Day,Protest,March/Demonstration,Strike,Occupation,Blockade,Hunger Strike,Location,Number,Police,Violence,Damage,Organization
257,,,1,1,,,,,"Salento, Quindio",12,,,,Trabajadores de ventas informales
258,,,,,,,,,,,,,,
259,,,,,,,,,"Caloto, Cauca",10000+,,,,
260,,,,,,,,,,,,,,
261,,,1,1,,,,,"Tello, Huila",200~,,,,
262,,,,,,,,,,,,,,
263,,1,,,,,,,,,,,,
264,,,,,,,,,,,,,,
265,,,1,,,1,,,"Balboa, Risaralda",,,,,
266,,,,,,,,,,,,,,
267,,,1,1,,,,,"Bogotá, Distrito Capital",,,,,
268,,,,,,,,,,,,,,
269,,1,,,,,,,,,,,,
270,,,,,,,,,,,,,,
271,,,1,,,,1,,"Nuevo Granada, Antioquia",,,,,
272,,,,,,,,,,,,,,
273,,,,,,,,,,,,,,
274,,,1,1,,,,,"Medellín, Antioquia",,,,,
275,,,,,,,,,,,,,,
276,,1,,,,,,,,,,,,
277,,,,,,,,,,,,,,
278,,,1,,,,1,,"Montería, Córdoba",,,,,
279,,,,,,,,,,,,,,
280,,,1,1,,,,,"Bogotá, Distrito Capital",,1,1,,Estudiantes del Universidad Nacional
281,,,,,,,,,,,,,,
282,,1,,,,,,,,,,,,
283,,,,,,,,,,,,,,
284,,,1,,,1,,,"Medellín, Antioquia",,,,,
285,,,,,,,,,,,,,,
286,,,1,1,,,,,"Armenia, Quindio",,,,,Estudiantes del Servicio Nacional de Aprendizaje (SENA)
287,,,,,,,,,,,,,,
288,,,1,1,,,,,"Cartagena, Bolívar",,,,,Estudiantes del Instituto Técnico
289,,,,,,,,,,,,,,
290,,,1,,1,,,,"Ibagué, Tolima",70~,,,,Caja de Previsión de Comunicaciones (CAPRECOM)
291,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,
293,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,
295,,1,,,,,,,,,,,,
296,,,,,,,,,,,,,,
297,,,1,,,1,,,"Bogotá, Distrito Capital",100+,,,,Instituto de Estudios para el Desarrollo y la Paz (INDEPAZ)
298,,,,,,,,,,,,,,
299,,,1,,,,1,,"Cartagena, Bolívar",,1,,,"Trabajadores de la Refinería de Cartagena (REFICAR), Unión Sindical Obrera (USO)"
300,,,,,,,,,,,,,,
301,,,1,1,,,,,"Florencia, Caquetá",,,,,
302,,,,,,,,,,,,,,
303,,1,,,,,,,,,,,,
304,,,,,,,,,,,,,,
305,,,1,,1,,,,"Montería, Córdoba",40~,,,,Caja de Previsión de Comunicaciones (CAPRECOM)
306,,,,,,,,,,,,,,
307,,1,,,,,,,,,,,,
308,,,,,,,,,,,,,,
309,,,1,,,,1,,"Sampués, Sucre",,,,,
310,,,,,,,,,,,,,,
311,,1,,,,,,,,,,,,
312,,,,,,,,,,,,,,
313,,,1,1,,,,,"Cartagena, Bolívar",,,,,Cabildo Gavilaneo
314,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,
320,,1,,,,,,,,,,,,
321,,,,,,,,,,,,,,
322,,,1,1,,,,,"Cartagena, Bolívar",,,,,Estudiantes del Institución Educativa
323,,,,,,,,,,,,,,
324,,,1,,,,1,,"Yumbo, Valle de Cauca",150~,1,,,
325,,,,,,,,,,,,,,
326,,1,,,,,,,,,,,,
327,,,,,,,,,,,,,,
328,,,1,,,1,,,"Arjona, Bolívar",,,,,
329,,,,,,,,,,,,,,
330,,,1,1,,,,,"Neiva, Huila",100+,,,,
331,,,,,,,,,,,,,,
332,,,1,,,1,,,"Pensilvania, Caldas",,,,,Estudiantes del Institución Educativa
333,,,,,,,,,,,,,,
334,,,1,1,,,,,"Villavicencio, Meta",300~,,,,
335,,,,,,,,,,,,,,
336,,1,,,,,,,,,,,,
337,,,,,,,,,,,,,,
338,,,1,1,,,,,"Bogotá, Distrito Capital",,,,,
339,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,
343,,,1,,,,1,,"Bogotá, Distrito Capital",,,,,Asociación Colombiana de Camioneros (ACC)
344,,,,,,,,,,,,,,
345,,1,,,,,,,,,,,,
346,,,,,,,,,,,,,,
347,,,1,1,,,,,"Garzón, Huila",,,,,
348,,,,,,,,,,,,,,
349,,,1,1,,,,,"Matanza, Santander",100~,,,,
350,,,,,,,,,,,,,,
351,,,1,,,1,,,,,,,,Instituto de Tránsito de Pereira
352,,,,,,,,,,,,,,
353,,1,,,,,,,,,,,,
354,,,,,,,,,,,,,,
355,,,1,1,,,,,"Manizales, Caldas",,,,,Caja de Previsión de Comunicaciones (CAPRECOM)
356,,,,,,,,,,,,,,
357,,1,,,,,,,,,,,,
358,,,,,,,,,,,,,,
359,,,1,1,,,,,"Aguachica, Cesar",10,,,,
360,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,
366,,,1,1,,,,,"Neiva, Huila",,,,,
367,,,,,,,,,,,,,,
368,,1,,,,,,,,,,,,
369,,,,,,,,,,,,,,
370,,,1,,1,,,,,,,,,"Federación Colombiana de Educadores (FECODE), Central Unitaria de Trabajadores (CUT), Asociación de Educadores del Atlántico (ADEA), Asociación de Educadores Distritales de Barranquilla (ADEBA), Sindicato de Educadores de Santander (SES), Asociación Nacional de Empleados de la Rama Judicial (ASONAL Judicial), Sindicato de Empleados de la Dirección de Impuestos y Aduanas Nacionales (SINEDIAN), Sindicato Nacional de Servidores Públicos del Estado Colombiano (SINTRAESTATALES), Asociación de Maestros de Córdoba (ADEMACOR), Mesa Nacional Estudiantil (MANE), Sindicato del Magisterio de Nariño (SIMANA), Asociación de Educadores de Sucre (ADES), Sindicato Nacional de la Salud y Seguridad Social (SINDESS), Sindicato Nacional de la Salud y Seguridad Social (SINDESS)"
371,,,,,,,,,,,,,,
372,,,1,1,,,,,"Neiva, Huila",100+,,,,
373,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,
375,,,,,,,,,,,,,,
376,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,
379,,,1,,,,1,,"Barrancabermeja, Santander",200~,,,,Estudiantes del Universidad de la Paz
380,,,,,,,,,,,,,,
381,,,1,1,,,,,"Villavicencio, Meta",10+,,,,Entidad Promotora de Salud Organismo Cooperativo (SaludCoop)
382,,,,,,,,,,,,,,
383,,,1,,,,1,,"Bucaramanga, Santander",100~,,,,
384,,,,,,,,,,,,,,
385,,,1,,,,1,,"Cali, Valle de Cauca",,,,,
386,,,,,,,,,,,,,,
387,,,1,,,,1,,"Montería, Córdoba",,1,1,,Estudiantes del Universidad de Córdoba
388,,,,,,,,,,,,,,
389,,,1,,1,,,,"Valledupar, Cesar",,,,,Asociación Nacional de Empleados de la Rama Judicial (ASONAL Judicial)
390,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,
394,,1,,,,,,,,,,,,
395,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,
398,,,1,,,,1,,"Manizales, Caldas",,,,,Estudiantes del Institución Educativa
399,,,,,,,,,,,,,,
400,,,1,,,,1,,"Tunja, Boyacá",,,,,Taxistas
